username,author_id,tweet_id,tweet_link,view_count,retweet_count,reply_count,like_count,quote_count,followers
Atalanta_BC,338995273,1457074269939245062,https://twitter.com/338995273/status/1457074269939245062,0,1,1,40,0,436217
mancity,14573900,1460361375109296137,https://twitter.com/14573900/status/1460361375109296137,0,71,17,1228,7,10906897
mancity,14573900,1460317098459152391,https://twitter.com/14573900/status/1460317098459152391,0,86,24,2329,7,10906897
mancity,14573900,1460296308334473216,https://twitter.com/14573900/status/1460296308334473216,0,0,1,5,0,10906897
mancity,14573900,1460269970173177858,https://twitter.com/14573900/status/1460269970173177858,0,30,0,0,0,10906897
mancity,14573900,1460261306376724484,https://twitter.com/14573900/status/1460261306376724484,0,14,9,455,1,10906897
mancity,14573900,1460248472628641793,https://twitter.com/14573900/status/1460248472628641793,0,117,0,0,0,10906897
mancity,14573900,1460227331570601988,https://twitter.com/14573900/status/1460227331570601988,0,35,25,565,12,10906897
mancity,14573900,1460220360130023428,https://twitter.com/14573900/status/1460220360130023428,0,42,10,796,0,10906897
mancity,14573900,1460208459438198788,https://twitter.com/14573900/status/1460208459438198788,0,21,7,400,0,10906897
mancity,14573900,1460185817167515648,https://twitter.com/14573900/status/1460185817167515648,0,31,9,658,1,10906897
mancity,14573900,1460178258776010754,https://twitter.com/14573900/status/1460178258776010754,0,96,36,3034,13,10906897
mancity,14573900,1460170709502734341,https://twitter.com/14573900/status/1460170709502734341,0,64,20,1530,3,10906897
mancity,14573900,1460016042122653701,https://twitter.com/14573900/status/1460016042122653701,0,29,8,680,1,10906897
mancity,14573900,1460015822009737216,https://twitter.com/14573900/status/1460015822009737216,0,116,18,2596,4,10906897
mancity,14573900,1459937915811909638,https://twitter.com/14573900/status/1459937915811909638,0,272,0,0,0,10906897
mancity,14573900,1459899114364280837,https://twitter.com/14573900/status/1459899114364280837,0,29,32,1293,0,10906897
mancity,14573900,1459876525340344323,https://twitter.com/14573900/status/1459876525340344323,0,27,13,818,1,10906897
mancity,14573900,1459853621055537161,https://twitter.com/14573900/status/1459853621055537161,0,33,7,483,0,10906897
mancity,14573900,1459851933456474120,https://twitter.com/14573900/status/1459851933456474120,0,694,0,0,0,10906897
mancity,14573900,1459827870755348483,https://twitter.com/14573900/status/1459827870755348483,0,63,13,1429,4,10906897
mancity,14573900,1459808894138691588,https://twitter.com/14573900/status/1459808894138691588,0,33,7,727,0,10906897
mancity,14573900,1459653587693457412,https://twitter.com/14573900/status/1459653587693457412,0,99,18,2321,4,10906897
mancity,14573900,1459599126992146434,https://twitter.com/14573900/status/1459599126992146434,0,203,0,0,0,10906897
mancity,14573900,1459566738387914760,https://twitter.com/14573900/status/1459566738387914760,0,37,9,493,1,10906897
mancity,14573900,1459559180566728704,https://twitter.com/14573900/status/1459559180566728704,0,90,17,1996,2,10906897
mancity,14573900,1459551638645923847,https://twitter.com/14573900/status/1459551638645923847,0,74,33,2586,9,10906897
mancity,14573900,1459547180491059205,https://twitter.com/14573900/status/1459547180491059205,0,31,0,0,0,10906897
mancity,14573900,1459536532923113474,https://twitter.com/14573900/status/1459536532923113474,0,272,39,3168,20,10906897
mancity,14573900,1459523381699694592,https://twitter.com/14573900/status/1459523381699694592,0,54,18,1602,3,10906897
mancity,14573900,1459509212732608516,https://twitter.com/14573900/status/1459509212732608516,0,363,0,0,0,10906897
mancity,14573900,1459506342004150273,https://twitter.com/14573900/status/1459506342004150273,0,533,73,8278,37,10906897
mancity,14573900,1459491237912883200,https://twitter.com/14573900/status/1459491237912883200,0,32,16,647,0,10906897
mancity,14573900,1459476142499401731,https://twitter.com/14573900/status/1459476142499401731,0,33,11,464,0,10906897
mancity,14573900,1459463456667676682,https://twitter.com/14573900/status/1459463456667676682,0,203,35,2357,61,10906897
mancity,14573900,1459456068946477063,https://twitter.com/14573900/status/1459456068946477063,0,83,26,1085,9,10906897
mancity,14573900,1459447954683613184,https://twitter.com/14573900/status/1459447954683613184,0,41,27,1850,6,10906897
mancity,14573900,1459276053264883713,https://twitter.com/14573900/status/1459276053264883713,0,110,22,2811,10,10906897
mancity,14573900,1459225614574051331,https://twitter.com/14573900/status/1459225614574051331,0,82,23,2045,4,10906897
mancity,14573900,1459221256826466304,https://twitter.com/14573900/status/1459221256826466304,0,73,0,0,0,10906897
mancity,14573900,1459189246326030343,https://twitter.com/14573900/status/1459189246326030343,0,21,24,674,1,10906897
mancity,14573900,1459187051765682178,https://twitter.com/14573900/status/1459187051765682178,0,51,27,1238,2,10906897
mancity,14573900,1459174823352012823,https://twitter.com/14573900/status/1459174823352012823,0,38,20,1109,2,10906897
mancity,14573900,1459166649181945856,https://twitter.com/14573900/status/1459166649181945856,0,35,11,893,3,10906897
mancity,14573900,1459128849757736968,https://twitter.com/14573900/status/1459128849757736968,0,11,12,338,0,10906897
mancity,14573900,1459113745074909186,https://twitter.com/14573900/status/1459113745074909186,0,32,14,466,0,10906897
mancity,14573900,1459104563282198529,https://twitter.com/14573900/status/1459104563282198529,0,90,15,3458,4,10906897
mancity,14573900,1459091095476793346,https://twitter.com/14573900/status/1459091095476793346,0,88,29,2725,5,10906897
mancity,14573900,1459079985315168269,https://twitter.com/14573900/status/1459079985315168269,0,18,0,0,0,10906897
mancity,14573900,1459079928905969664,https://twitter.com/14573900/status/1459079928905969664,0,21,0,0,0,10906897
mancity,14573900,1459079813159960598,https://twitter.com/14573900/status/1459079813159960598,0,25,12,555,0,10906897
